demand_heat,heat_pump,boiler,district_heating_industry
-18.46206011,9.2,9.26206011,0.0
-13.30298142,9.2,4.102981420000001,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-53.0605694,9.2,15.8,28.060569400000002
-86.87113881,9.2,15.8,61.871138810000005
-88.4922776,9.2,15.8,63.492277599999994
-76.44688416,9.2,15.8,51.446884159999996
-57.40907869,9.2,15.8,32.40907869
-66.12872678,9.2,15.8,41.128726779999994
-72.78021749,9.2,15.8,47.78021749
-70.37113881,9.2,15.8,45.371138810000005
-71.52262951,9.2,15.8,46.52262951
-59.71206011,9.2,15.8,34.71206011000001
-52.14390274,9.2,15.8,27.143902739999998
-52.48482405,9.2,15.8,27.484824049999997
-54.31815738,9.2,15.8,29.31815738
-81.73468963,9.2,15.8,56.734689630000005
-83.802847,9.2,15.8,58.802847
-51.46206011,9.2,15.8,26.462060110000007
-69.34837487,9.2,15.8,44.34837487
-11.0,9.2,1.8000000000000007,0.0
-19.03780547,9.2,9.83780547,0.0
-9.060569401,9.060569401,0.0,0.0
0.0,0.0,0.0,0.0
-1.833333333,1.833333333,0.0,0.0
-3.325745356,3.325745356,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-49.62872678,9.2,15.8,24.628726780000004
-97.18929614,9.2,15.8,72.18929614
-76.10596285,9.2,15.8,51.10596285
-61.99241202,9.2,15.8,36.99241202
-62.46206011,9.2,15.8,37.46206011000001
-75.99986558,9.2,15.8,50.999865580000005
-65.55298142,9.2,15.8,40.552981419999995
-84.48468963,9.2,15.8,59.484689630000005
-83.90894427,9.2,15.8,58.908944270000006
-67.85596285,9.2,15.8,42.85596285
-58.5605694,9.2,15.8,33.560569400000006
-64.29539344,9.2,15.8,39.29539344
-55.46964809,9.2,15.8,30.469648090000003
-96.76490716,9.2,15.8,71.76490716
-57.19688416,9.2,15.8,32.19688416000001
-85.06043498,9.2,15.8,60.06043498
-54.31815738,9.2,15.8,29.31815738
-17.88631476,9.2,8.686314760000002,0.0
-8.484824046,8.484824046,0.0,0.0
-19.61355083,9.2,10.413550830000002,0.0
-5.159078689,5.159078689,0.0,0.0
0.0,0.0,0.0,0.0
-1.833333333,1.833333333,0.0,0.0
0.0,0.0,0.0,0.0
-49.05298142,9.2,15.8,24.052981420000005
-97.53021749,9.2,15.8,72.53021749
-74.37872678,9.2,15.8,49.378726779999994
-73.69688416,9.2,15.8,48.696884159999996
-77.25745356,9.2,15.8,52.25745356
-86.08319891,9.2,15.8,61.08319890999999
-75.08319891,9.2,15.8,50.08319890999999
-89.06802296,9.2,15.8,64.06802296
-67.62113881,9.2,15.8,42.621138810000005
-65.21206011,9.2,15.8,40.212060109999996
-59.81815738,9.2,15.8,34.81815738
-83.56802296,9.2,15.8,58.56802295999999
-95.61341643,9.2,15.8,70.61341643
-83.802847,9.2,15.8,58.802847
-66.02262951,9.2,15.8,41.02262951
-74.7422776,9.2,15.8,49.742277599999994
-66.93929618,9.2,15.8,41.93929618
-12.15149072,9.2,2.9514907200000007,0.0
-20.87113881,9.2,11.671138810000002,0.0
-0.916666667,0.916666667,0.0,0.0
-5.734824046,5.734824046,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-45.15149072,9.2,15.8,20.151490719999995
-89.15149072,9.2,15.8,64.15149072
-76.78780547,9.2,15.8,51.787805469999995
-78.51504154,9.2,15.8,53.51504154
-101.1134164,9.2,15.8,76.1134164
-84.82561093,9.2,15.8,59.825610929999996
-79.43170821,9.2,15.8,54.43170821
-87.57561093,9.2,15.8,62.575610929999996
-89.87859236,9.2,15.8,64.87859236
-64.29539344,9.2,15.8,39.29539344
-57.87872678,9.2,15.8,32.87872678000001
-77.83319891,9.2,15.8,52.83319890999999
-80.47710165,9.2,15.8,55.477101649999994
-61.88631476,9.2,15.8,36.886314760000005
-84.37859236,9.2,15.8,59.37859236
-62.93170821,9.2,15.8,37.93170821
-54.55298142,9.2,15.8,29.552981420000005
-18.22723607,9.2,9.02723607,0.0
-10.31815738,9.2,1.1181573800000013,0.0
-9.060569401,9.060569401,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-3.325745356,3.325745356,0.0,0.0
-1.833333333,1.833333333,0.0,0.0
0.0,0.0,0.0,0.0
-44.57574535,9.2,15.8,19.575745350000002
-94.54539343,9.2,15.8,69.54539343
-69.79539344,9.2,15.8,44.79539344
-74.27262951,9.2,15.8,49.27262951
-65.65907869,9.2,15.8,40.65907869
-69.45447214,9.2,15.8,44.45447213999999
-70.71206011,9.2,15.8,45.712060109999996
-57.40907869,9.2,15.8,32.40907869
-68.53780547,9.2,15.8,43.537805469999995
-59.71206011,9.2,15.8,34.71206011000001
-55.57574535,9.2,15.8,30.575745350000002
-56.72723607,9.2,15.8,31.72723607
-71.52262951,9.2,15.8,46.52262951
-70.84078689,9.2,15.8,45.840786890000004
-79.21951367,9.2,15.8,54.21951367
-74.50745356,9.2,15.8,49.50745356
-61.20447214,9.2,15.8,36.20447214000001
-12.49241202,9.2,3.2924120200000004,0.0
-18.12113881,9.2,8.921138810000002,0.0
-10.31815738,9.2,1.1181573800000013,0.0
-4.242412023,4.242412023,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-48.47723607,9.2,15.8,23.47723607
-98.2120601,9.2,15.8,73.2120601
-71.62872678,9.2,15.8,46.628726779999994
-83.33319891,9.2,15.8,58.33319890999999
-68.87872678,9.2,15.8,43.878726779999994
-73.69688416,9.2,15.8,48.696884159999996
-61.07574535,9.2,15.8,36.075745350000005
-78.85596285,9.2,15.8,53.85596285
-82.9922776,9.2,15.8,57.992277599999994
-78.06802296,9.2,15.8,53.06802295999999
-69.34837487,9.2,15.8,44.34837487
-59.13631476,9.2,15.8,34.136314760000005
-60.62872678,9.2,15.8,35.62872678000001
-66.36355082,9.2,15.8,41.36355082
-78.64376832,9.2,15.8,53.64376832000001
-61.90894427,9.2,15.8,36.908944270000006
-57.87872678,9.2,15.8,32.87872678000001
-25.11355082,9.2,15.8,0.11355082000000039
-15.47723607,9.2,6.277236070000001,0.0
-7.568157379,7.568157379,0.0,0.0
-5.734824046,5.734824046,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-46.98482405,9.2,15.8,21.984824049999997
-90.64390274,9.2,15.8,65.64390274
-86.08319891,9.2,15.8,61.08319890999999
-77.59837487,9.2,15.8,52.59837487
-63.71964809,9.2,15.8,38.71964809000001
-84.24986558,9.2,15.8,59.249865580000005
-77.36355082,9.2,15.8,52.36355082
-61.3105694,9.2,15.8,36.310569400000006
-80.58319891,9.2,15.8,55.58319890999999
-66.12872678,9.2,15.8,41.128726779999994
-63.95447214,9.2,15.8,38.95447214000001
-70.60596285,9.2,15.8,45.60596285
-76.68170821,9.2,15.8,51.68170821
-79.9013563,9.2,15.8,54.9013563
-57.30298142,9.2,15.8,32.30298142000001
-81.39376832,9.2,15.8,56.39376832000001
-55.12872678,9.2,15.8,30.128726780000004
-13.98482405,9.2,4.784824050000001,0.0
-21.21206011,9.2,12.01206011,0.0
-13.87872678,9.2,4.67872678,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-46.06815738,9.2,15.8,21.06815738
-95.35596281,9.2,15.8,70.35596281
-81.94688416,9.2,15.8,56.946884159999996
-73.01504154,9.2,15.8,48.01504154
-64.29539344,9.2,15.8,39.29539344
-60.39390274,9.2,15.8,35.39390274
-67.38631476,9.2,15.8,42.386314760000005
-59.24241202,9.2,15.8,34.24241202
-71.86355082,9.2,15.8,46.86355082
-69.34837487,9.2,15.8,44.34837487
-65.21206011,9.2,15.8,40.212060109999996
-56.15149072,9.2,15.8,31.151490719999995
-54.89390274,9.2,15.8,29.893902739999998
-53.0605694,9.2,15.8,28.060569400000002
-81.96951367,9.2,15.8,56.96951367
-52.14390274,9.2,15.8,27.143902739999998
-72.90894427,9.2,15.8,47.908944270000006
-17.3105694,9.2,8.1105694,0.0
-7.909078689,7.909078689,0.0,0.0
-4.242412023,4.242412023,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-6.651490712,6.651490712,0.0,0.0
0.0,0.0,0.0,0.0
-44.8105694,9.2,15.8,19.810569400000002
-81.13631476,9.2,15.8,56.136314760000005
-76.10596285,9.2,15.8,51.10596285
-89.74986558,9.2,15.8,64.74986558
-69.79539344,9.2,15.8,44.79539344
-94.12100436,9.2,15.8,69.12100436
-80.68929618,9.2,15.8,55.68929618
-68.77262951,9.2,15.8,43.77262951
-71.52262951,9.2,15.8,46.52262951
-58.79539344,9.2,15.8,33.79539344
-63.61355082,9.2,15.8,38.61355082
-59.37113881,9.2,15.8,34.371138810000005
-59.94688416,9.2,15.8,34.94688416000001
-57.30298142,9.2,15.8,32.30298142000001
-69.2422776,9.2,15.8,44.242277599999994
-52.37872678,9.2,15.8,27.378726780000004
-55.12872678,9.2,15.8,30.128726780000004
-16.05298142,9.2,6.852981419999999,0.0
-21.44688416,9.2,12.24688416,0.0
-12.38631476,9.2,3.18631476,0.0
-6.651490712,6.651490712,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-42.74241202,9.2,15.8,17.74241202
-79.64390274,9.2,15.8,54.64390274
-87.23468963,9.2,15.8,62.234689630000005
-72.09837487,9.2,15.8,47.09837487
-68.98482405,9.2,15.8,43.98482405
-67.15149072,9.2,15.8,42.15149072
-78.40894427,9.2,15.8,53.408944270000006
-76.68170821,9.2,15.8,51.68170821
-66.59837487,9.2,15.8,41.59837487
-87.12859236,9.2,15.8,62.12859236
-54.89390274,9.2,15.8,29.893902739999998
-55.70447214,9.2,15.8,30.704472140000004
-59.60596285,9.2,15.8,34.60596285
-54.21206011,9.2,15.8,29.212060110000007
-89.77249509,9.2,15.8,64.77249509
-67.51504154,9.2,15.8,42.51504154
-49.62872678,9.2,15.8,24.628726780000004
-26.03021749,9.2,15.8,1.0302174899999983
-20.53021749,9.2,11.330217489999999,0.0
-12.96206011,9.2,3.76206011,0.0
-8.484824046,8.484824046,0.0,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
-37.58333333,9.2,15.8,12.583333330000002
-86.97723607,9.2,15.8,61.977236070000004
-72.78021749,9.2,15.8,47.78021749
-83.56802296,9.2,15.8,58.56802295999999
-65.44688416,9.2,15.8,40.446884159999996
-83.67412023,9.2,15.8,58.67412023
-94.22710165,9.2,15.8,69.22710165
-70.94688416,9.2,15.8,45.946884159999996
-82.54525902,9.2,15.8,57.54525902
-88.28008307,9.2,15.8,63.28008307
-61.09837487,9.2,15.8,36.09837487
-49.73482405,9.2,15.8,24.734824049999997
-68.09078689,9.2,15.8,43.090786890000004
-79.9013563,9.2,15.8,54.9013563
-49.05298142,9.2,15.8,24.052981420000005
-53.97723607,9.2,15.8,28.97723607
-69.58319891,9.2,15.8,44.58319890999999
-18.22723607,9.2,9.02723607,0.0
-8.484824046,8.484824046,0.0,0.0
-12.38631476,9.2,3.18631476,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-42.97723607,9.2,15.8,17.97723607
-92.13631478,9.2,15.8,67.13631478
-67.96206011,9.2,15.8,42.962060109999996
-64.29539344,9.2,15.8,39.29539344
-73.12113881,9.2,15.8,48.121138810000005
-60.96964809,9.2,15.8,35.96964809000001
-62.56815738,9.2,15.8,37.56815738
-59.47723607,9.2,15.8,34.477236070000004
-71.86355082,9.2,15.8,46.86355082
-61.20447214,9.2,15.8,36.20447214000001
-66.93929618,9.2,15.8,41.93929618
-64.76504154,9.2,15.8,39.76504154
-53.0605694,9.2,15.8,28.060569400000002
-50.65149072,9.2,15.8,25.651490719999995
-75.42412023,9.2,15.8,50.42412023
-88.62100439,9.2,15.8,63.621004389999996
-43.31815738,9.2,15.8,18.31815738
-15.47723607,9.2,6.277236070000001,0.0
-10.65907869,9.2,1.4590786900000001,0.0
-4.242412023,4.242412023,0.0,0.0
-10.55298142,9.2,1.3529814200000008,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-42.40149072,9.2,15.8,17.401490719999995
-97.87113884,9.2,15.8,72.87113884
-76.10596285,9.2,15.8,51.10596285
-73.46206011,9.2,15.8,48.462060109999996
-67.15149072,9.2,15.8,42.15149072
-106.037671,9.2,15.8,81.037671
-63.71964809,9.2,15.8,38.71964809000001
-73.93170821,9.2,15.8,48.93170821
-66.70447214,9.2,15.8,41.70447213999999
-72.09837487,9.2,15.8,47.09837487
-56.96206011,9.2,15.8,31.962060110000007
-55.70447214,9.2,15.8,30.704472140000004
-68.09078689,9.2,15.8,43.090786890000004
-55.8105694,9.2,15.8,30.810569400000002
-73.71951367,9.2,15.8,48.71951367
-50.88631476,9.2,15.8,25.88631476
-50.3105694,9.2,15.8,25.310569400000002
-10.65907869,9.2,1.4590786900000001,0.0
-25.34837487,9.2,15.8,0.34837487000000067
-3.325745356,3.325745356,0.0,0.0
-6.651490712,6.651490712,0.0,0.0
-3.325745356,3.325745356,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-42.40149072,9.2,15.8,17.401490719999995
-85.37872678,9.2,15.8,60.378726779999994
-76.21206011,9.2,15.8,51.212060109999996
-70.71206011,9.2,15.8,45.712060109999996
-67.96206011,9.2,15.8,42.962060109999996
-69.79539344,9.2,15.8,44.79539344
-75.76504154,9.2,15.8,50.76504154
-69.45447214,9.2,15.8,44.45447213999999
-66.02262951,9.2,15.8,41.02262951
-55.91666667,9.2,15.8,30.916666669999994
-77.83319891,9.2,15.8,52.83319890999999
-51.56815738,9.2,15.8,26.56815738
-67.51504154,9.2,15.8,42.51504154
-44.23482405,9.2,15.8,19.234824049999997
-52.95447214,9.2,15.8,27.954472140000004
-80.94674974,9.2,15.8,55.94674974
-79.09078689,9.2,15.8,54.090786890000004
-12.72723607,9.2,3.5272360700000007,0.0
